Street,HouseNr,PIN,Latitude,Longitude,TERMIN001,TERMIN002,TERMIN003
An der Esche,8,53111,50.742962077777776,7.099522633333333,2025-01-30,2025-05-14,2025-09-11
An der Esche,9,53111,50.743549400000006,7.099857928571429,2025-01-30,2025-05-14,2025-09-11
Auf dem Huckstein,1,53117,50.75017782,7.08314946,2025-01-30,2025-05-14,2025-09-11
Auf dem Huckstein,10,53117,50.75069010000001,7.0853446333333325,2025-01-30,2025-05-14,2025-09-11
Auf dem Huckstein,11,53117,50.75046778,7.08406744,2025-01-30,2025-05-14,2025-09-11
Auf dem Huckstein,12,53117,50.75083798571429,7.085343728571429,2025-01-30,2025-05-14,2025-09-11
Auf dem Huckstein,13,53117,50.75059426,7.083981619999999,2025-01-30,2025-05-14,2025-09-11
Auf dem Huckstein,14,53117,50.75098783333334,7.085333400000001,2025-01-30,2025-05-14,2025-09-11
Auf dem Huckstein,15,53117,50.7507179,7.083897719999999,2025-01-30,2025-05-14,2025-09-11
Auf dem Huckstein,16,53117,50.75115848,7.085282959999999,2025-01-30,2025-05-14,2025-09-11
Auf dem Huckstein,17,53117,50.75061548000001,7.0845176,2025-01-30,2025-05-14,2025-09-11
Auf dem Huckstein,19,53117,50.75074234,7.084446700000001,2025-01-30,2025-05-14,2025-09-11
Auf dem Huckstein,21,53117,50.75087204,7.08437426,2025-01-30,2025-05-14,2025-09-11
Auf dem Huckstein,23,53117,50.75084842,7.084844939999999,2025-01-30,2025-05-14,2025-09-11
Auf dem Huckstein,25,53117,50.75100880000001,7.08479064,2025-01-30,2025-05-14,2025-09-11
Auf dem Huckstein,3,53117,50.75032082,7.083029059999999,2025-01-30,2025-05-14,2025-09-11
Auf dem Huckstein,4,53117,50.74996008666667,7.08363466,2025-01-30,2025-05-14,2025-09-11
Auf dem Huckstein,5,53117,50.75032186,7.083621840000001,2025-01-30,2025-05-14,2025-09-11
Auf dem Huckstein,6,53117,50.75005398666667,7.083978786666666,2025-01-30,2025-05-14,2025-09-11
Auf dem Huckstein,7,53117,50.750444380000005,7.083525900000001,2025-01-30,2025-05-14,2025-09-11
Auf dem Huckstein,8,53117,50.75022739795917,7.084687110204081,2025-01-30,2025-05-14,2025-09-11
Auf dem Huckstein,9,53117,50.75056662,7.0834302,2025-01-30,2025-05-14,2025-09-11
Badener Str.,1,53111,50.74539128461538,7.100615753846153,2025-01-30,2025-05-14,2025-09-11
Badener Str.,2,53111,50.74498926842106,7.10107707368421,2025-01-30,2025-05-14,2025-09-11
Badener Str.,3,53111,50.74551885384616,7.100569907692309,2025-01-30,2025-05-14,2025-09-11
Badener Str.,5,53111,50.74564651538461,7.100523953846155,2025-01-30,2025-05-14,2025-09-11
Badener Str.,6,53111,50.7450688,7.10054884,2025-01-30,2025-05-14,2025-09-11
Bungartstr.,1,53111,50.74449551111111,7.094277955555556,2025-01-30,2025-05-14,2025-09-11
Bungartstr.,11,53111,50.745442675,7.0938165,2025-01-30,2025-05-14,2025-09-11
Bungartstr.,3,53111,50.74471779166666,7.0941902416666665,2025-01-30,2025-05-14,2025-09-11
Bungartstr.,5,53111,50.744741022222215,7.093804044444443,2025-01-30,2025-05-14,2025-09-11
Bungartstr.,7,53111,50.74504383333333,7.094070011111112,2025-01-30,2025-05-14,2025-09-11
Bungartstr.,9,53111,50.74526457142857,7.093953635714286,2025-01-30,2025-05-14,2025-09-11
Dietkirchenstr.,10,53111,50.7428394,7.0954926,2025-01-30,2025-05-14,2025-09-11
Dietkirchenstr.,11,53111,50.74309608571429,7.095072542857143,2025-01-30,2025-05-14,2025-09-11
Dietkirchenstr.,12,53111,50.74290361999999,7.0954764400000006,2025-01-30,2025-05-14,2025-09-11
Dietkirchenstr.,13,53111,50.743173500000005,7.095038233333333,2025-01-30,2025-05-14,2025-09-11
Dietkirchenstr.,14,53111,50.742951725,7.095428900000001,2025-01-30,2025-05-14,2025-09-11
Dietkirchenstr.,15,53111,50.743259425000005,7.0950477,2025-01-30,2025-05-14,2025-09-11
Dietkirchenstr.,17,53111,50.7436119,7.09495986,2025-01-30,2025-05-14,2025-09-11
Dietkirchenstr.,18,53111,50.74306135,7.09535585,2025-01-30,2025-05-14,2025-09-11
Dietkirchenstr.,19,53111,50.74381318,7.09492156,2025-01-30,2025-05-14,2025-09-11
Dietkirchenstr.,2,53111,50.742366030000014,7.09566916,2025-01-30,2025-05-14,2025-09-11
Dietkirchenstr.,20,53111,50.74313647142857,7.0954618,2025-01-30,2025-05-14,2025-09-11
Dietkirchenstr.,21,53111,50.74397378333333,7.094936833333333,2025-01-30,2025-05-14,2025-09-11
Dietkirchenstr.,22,53111,50.74318871999999,7.0954139,2025-01-30,2025-05-14,2025-09-11
Dietkirchenstr.,23,53111,50.744161080000005,7.09491476,2025-01-30,2025-05-14,2025-09-11
Dietkirchenstr.,24,53111,50.7432643142857,7.095408314285715,2025-01-30,2025-05-14,2025-09-11
Dietkirchenstr.,26,53111,50.74334285,7.095442633333334,2025-01-30,2025-05-14,2025-09-11
Dietkirchenstr.,28,53111,50.74345718333333,7.095336616666667,2025-01-30,2025-05-14,2025-09-11
Dietkirchenstr.,3,53111,50.74272064285714,7.0951112571428565,2025-01-30,2025-05-14,2025-09-11
Dietkirchenstr.,30,53111,50.743620475,7.095296025000001,2025-01-30,2025-05-14,2025-09-11
Dietkirchenstr.,32,53111,50.743796825,7.095266050000001,2025-01-30,2025-05-14,2025-09-11
Dietkirchenstr.,38,53111,50.744071525,7.095238175,2025-01-30,2025-05-14,2025-09-11
Dietkirchenstr.,4,53111,50.74250181428573,7.095511971428572,2025-01-30,2025-05-14,2025-09-11
Dietkirchenstr.,40,53111,50.7441543,7.095250050000001,2025-01-30,2025-05-14,2025-09-11
Dietkirchenstr.,42,53111,50.744207925,7.095195025,2025-01-30,2025-05-14,2025-09-11
Dietkirchenstr.,5,53111,50.7428159,7.09503595,2025-01-30,2025-05-14,2025-09-11
Dietkirchenstr.,6,53111,50.74262674117647,7.095468441176472,2025-01-30,2025-05-14,2025-09-11
Dietkirchenstr.,7,53111,50.74290359999999,7.0950918000000005,2025-01-30,2025-05-14,2025-09-11
Dietkirchenstr.,8,53111,50.742726822222224,7.095454872222223,2025-01-30,2025-05-14,2025-09-11
Dietkirchenstr.,9,53111,50.74300562,7.095077180000001,2025-01-30,2025-05-14,2025-09-11
Drususstr.,1,53111,50.74244006315789,7.098397800000002,2025-01-30,2025-05-14,2025-09-11
Drususstr.,10,53111,50.74369171666667,7.098925966666666,2025-01-30,2025-05-14,2025-09-11
Drususstr.,11,53111,50.743269855,7.098219714999999,2025-01-30,2025-05-14,2025-09-11
Drususstr.,12,53111,50.74381654285715,7.098910671428571,2025-01-30,2025-05-14,2025-09-11
Drususstr.,13,53111,50.74343558,7.098228125,2025-01-30,2025-05-14,2025-09-11
Drususstr.,14,53111,50.743935840000006,7.0989752600000005,2025-01-30,2025-05-14,2025-09-11
Drususstr.,15,53111,50.743597236842106,7.098241763157896,2025-01-30,2025-05-14,2025-09-11
Drususstr.,16,53111,50.7440944,7.09894144,2025-01-30,2025-05-14,2025-09-11
Drususstr.,17,53111,50.74435996,7.098340899999999,2025-01-30,2025-05-14,2025-09-11
Drususstr.,18,53111,50.744265436363634,7.098610318181818,2025-01-30,2025-05-14,2025-09-11
Drususstr.,19,53111,50.74435996,7.098340899999999,2025-01-30,2025-05-14,2025-09-11
Drususstr.,20,53111,50.74433162222222,7.098535511111111,2025-01-30,2025-05-14,2025-09-11
Drususstr.,22,53111,50.744412025,7.09874305,2025-01-30,2025-05-14,2025-09-11
Drususstr.,23,53111,50.745148883333336,7.098104866666667,2025-01-30,2025-05-14,2025-09-11
Drususstr.,24,53111,50.744521025,7.098707825,2025-01-30,2025-05-14,2025-09-11
Drususstr.,25,53111,50.74540089166666,7.09787615,2025-01-30,2025-05-14,2025-09-11
Drususstr.,26,53111,50.7446287,7.09867385,2025-01-30,2025-05-14,2025-09-11
Drususstr.,27,53111,50.74553090555556,7.097852244444443,2025-01-30,2025-05-14,2025-09-11
Drususstr.,28,53111,50.744762,7.098633055555556,2025-01-30,2025-05-14,2025-09-11
Drususstr.,29,53111,50.74578016666666,7.097820638888889,2025-01-30,2025-05-14,2025-09-11
Drususstr.,3,53111,50.74260973500001,7.098374129999999,2025-01-30,2025-05-14,2025-09-11
Drususstr.,30,53111,50.7454036,7.098449759999999,2025-01-30,2025-05-14,2025-09-11
Drususstr.,31,53111,50.74594530714285,7.097777321428572,2025-01-30,2025-05-14,2025-09-11
Drususstr.,32,53111,50.7455494,7.09839625,2025-01-30,2025-05-14,2025-09-11
Drususstr.,33,53111,50.7461369,7.097767885714285,2025-01-30,2025-05-14,2025-09-11
Drususstr.,34,53111,50.7456767,7.098391316666667,2025-01-30,2025-05-14,2025-09-11
Drususstr.,35,53111,50.746197425,7.097757425,2025-01-30,2025-05-14,2025-09-11
Drususstr.,36,53111,50.74547522,7.098961879999999,2025-01-30,2025-05-14,2025-09-11
Drususstr.,38,53111,50.74562075,7.098914550000001,2025-01-30,2025-05-14,2025-09-11
Drususstr.,40,53111,50.74574015,7.098914550000001,2025-01-30,2025-05-14,2025-09-11
Drususstr.,42,53111,50.74609356666667,7.098680333333333,2025-01-30,2025-05-14,2025-09-11
Drususstr.,44,53111,50.746045,7.098344880000001,2025-01-30,2025-05-14,2025-09-11
Drususstr.,46,53111,50.746243775,7.09828475,2025-01-30,2025-05-14,2025-09-11
Drususstr.,5,53111,50.74277483499999,7.098348320000001,2025-01-30,2025-05-14,2025-09-11
Drususstr.,6,53111,50.74333785,7.09898026,2025-01-30,2025-05-14,2025-09-11
Drususstr.,7,53111,50.74293989999999,7.09831778,2025-01-30,2025-05-14,2025-09-11
Drususstr.,8,53111,50.7434896,7.0989269,2025-01-30,2025-05-14,2025-09-11
Drususstr.,9,53111,50.74310582777777,7.098220011111112,2025-01-30,2025-05-14,2025-09-11
Georgstr.,1,53111,50.74094563333333,7.094006316666667,2025-01-30,2025-05-14,2025-09-11
Georgstr.,10,53111,50.74136382857143,7.093722371428571,2025-01-30,2025-05-14,2025-09-11
Georgstr.,11,53111,50.74116651111112,7.093511277777779,2025-01-30,2025-05-14,2025-09-11
Georgstr.,13,53111,50.74123727857143,7.093380371428572,2025-01-30,2025-05-14,2025-09-11
Georgstr.,14,53111,50.74153915714286,7.093393957142857,2025-01-30,2025-05-14,2025-09-11
Georgstr.,15,53111,50.74127331,7.093214570000001,2025-01-30,2025-05-14,2025-09-11
Georgstr.,16,53111,50.74168454,7.09329422,2025-01-30,2025-05-14,2025-09-11
Georgstr.,17,53111,50.74129863333334,7.093087744444445,2025-01-30,2025-05-14,2025-09-11
Georgstr.,18,53111,50.74172683076923,7.093156876923076,2025-01-30,2025-05-14,2025-09-11
Georgstr.,19,53111,50.7413563,7.092997776923076,2025-01-30,2025-05-14,2025-09-11
Georgstr.,2,53111,50.74114948888889,7.094180455555556,2025-01-30,2025-05-14,2025-09-11
Georgstr.,20,53111,50.74173402857143,7.093015799999999,2025-01-30,2025-05-14,2025-09-11
Georgstr.,21,53111,50.7414253909091,7.092897909090908,2025-01-30,2025-05-14,2025-09-11
Georgstr.,22,53111,50.74177586666667,7.092907983333334,2025-01-30,2025-05-14,2025-09-11
Georgstr.,23,53111,50.741460162500005,7.0927975125,2025-01-30,2025-05-14,2025-09-11
Georgstr.,24,53111,50.74192477692308,7.09255326153846,2025-01-30,2025-05-14,2025-09-11
Georgstr.,25,53111,50.74155665714285,7.092681042857143,2025-01-30,2025-05-14,2025-09-11
Georgstr.,26,53111,50.742253176744185,7.092070297674422,2025-01-30,2025-05-14,2025-09-11
Georgstr.,28,53111,50.74234620000001,7.091602544444445,2025-01-30,2025-05-14,2025-09-11
Georgstr.,29,53111,50.741631871428574,7.092517857142857,2025-01-30,2025-05-14,2025-09-11
Georgstr.,3,53111,50.74098876000001,7.09378953,2025-01-30,2025-05-14,2025-09-11
Georgstr.,30,53111,50.74244231428572,7.091389085714285,2025-01-30,2025-05-14,2025-09-11
Georgstr.,31,53111,50.74190205000001,7.09183534,2025-01-30,2025-05-14,2025-09-11
Georgstr.,32,53111,50.742526375,7.0912404125,2025-01-30,2025-05-14,2025-09-11
Georgstr.,33,53111,50.74189000250001,7.09147806,2025-01-30,2025-05-14,2025-09-11
Georgstr.,34,53111,50.742568025,7.0911364875,2025-01-30,2025-05-14,2025-09-11
Georgstr.,35,53111,50.74205348,7.09142046,2025-01-30,2025-05-14,2025-09-11
Georgstr.,36,53111,50.74259991428571,7.091039171428571,2025-01-30,2025-05-14,2025-09-11
Georgstr.,37,53111,50.7421841,7.091131725,2025-01-30,2025-05-14,2025-09-11
Georgstr.,38,53111,50.74269025000001,7.090742775,2025-01-30,2025-05-14,2025-09-11
Georgstr.,39,53111,50.74239414615384,7.090560900000001,2025-01-30,2025-05-14,2025-09-11
Georgstr.,4,53111,50.74119688571428,7.094057800000001,2025-01-30,2025-05-14,2025-09-11
Georgstr.,40,53111,50.74289009999999,7.09024125,2025-01-30,2025-05-14,2025-09-11
Georgstr.,41,53111,50.7424561,7.090444266666666,2025-01-30,2025-05-14,2025-09-11
Georgstr.,42,53111,50.742964575,7.090023775,2025-01-30,2025-05-14,2025-09-11
Georgstr.,43,53111,50.7424921,7.090321733333333,2025-01-30,2025-05-14,2025-09-11
Georgstr.,45,53111,50.7425749,7.090192086363637,2025-01-30,2025-05-14,2025-09-11
Georgstr.,47,53111,50.74265225555556,7.090048200000001,2025-01-30,2025-05-14,2025-09-11
Georgstr.,49,53111,50.7427165,7.089889722222222,2025-01-30,2025-05-14,2025-09-11
Georgstr.,5,53111,50.74104798333334,7.0937364333333335,2025-01-30,2025-05-14,2025-09-11
Georgstr.,51,53111,50.74282975555556,7.089612422222221,2025-01-30,2025-05-14,2025-09-11
Georgstr.,6,53111,50.74126487777777,7.093998844444446,2025-01-30,2025-05-14,2025-09-11
Georgstr.,7,53111,50.74107154444445,7.093644544444445,2025-01-30,2025-05-14,2025-09-11
Georgstr.,8,53111,50.74128938888889,7.093875288888889,2025-01-30,2025-05-14,2025-09-11
Georgstr.,9,53111,50.741117,7.0935585,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,1,53111,50.7421465,7.0966087,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,10,53111,50.7430438625,7.097140962499999,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,101,53111,50.74623255555555,7.094693411111112,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,11,53111,50.742512171428565,7.096339657142858,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,12,53111,50.743165815,7.09699155,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,13,53111,50.74254062000001,7.095986289999999,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,14,53111,50.743320325,7.09689638,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,15,53111,50.74272078333333,7.096213799999998,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,16,53111,50.74348119545454,7.096793327272727,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,17,53111,50.742809116666656,7.09612135,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,18,53111,50.74381934,7.09620924,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,19,53111,50.74287372,7.0960984,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,2,53111,50.742439847368416,7.09735502631579,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,21,53111,50.74294939999999,7.096095728571428,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,23,53111,50.74298449090909,7.095981800000001,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,25,53111,50.74304936666667,7.0960161444444445,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,27,53111,50.74310565454545,7.095978863636364,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,29,53111,50.743209785714285,7.095903392857143,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,3,53111,50.74222548,7.09650288,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,31,53111,50.74334273333333,7.095857950000002,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,33,53111,50.743419942857145,7.095851085714286,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,35,53111,50.74353231428572,7.0958163,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,36,53111,50.74353231428572,7.0958163,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,37,53111,50.74353231428572,7.0958163,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,38,53111,50.74353231428572,7.0958163,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,4,53111,50.74260064,7.097330779999998,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,41,53111,50.7436497875,7.0957977875,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,43,53111,50.743740275,7.095763487499999,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,45,53111,50.74382727777777,7.095717333333335,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,47,53111,50.74393379333333,7.095666433333333,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,49,53111,50.7440045,7.095690144444443,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,5,53111,50.74230218333333,7.096442858333333,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,51,53111,50.744093066666665,7.0956818,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,53,53111,50.744140114285706,7.095660142857143,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,55,53111,50.74420877142857,7.095614514285715,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,57,53111,50.74427705714286,7.0955842,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,58,53111,50.74483518124999,7.0958202125000005,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,59,53111,50.7443377,7.095595183333334,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,6,53111,50.74276574,7.097309509999998,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,60,53111,50.74493491874999,7.09586091875,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,61,53111,50.74439882857143,7.0955590285714285,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,62,53111,50.744999400000005,7.09590099,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,63,53111,50.74468355833333,7.095496358333333,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,64,53111,50.74508306666668,7.095888133333333,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,65,53111,50.7447578625,7.095434124999999,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,66,53111,50.7451505375,7.095817787500001,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,67,53111,50.74481587500001,7.09534095,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,68,53111,50.74524288333333,7.095870533333333,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,69,53111,50.74489066666667,7.095363200000001,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,7,53111,50.7423654764706,7.096348876470587,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,70,53111,50.74531606666667,7.095826116666667,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,71,53111,50.7449574,7.095343322222223,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,72,53111,50.7453938625,7.095795275,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,73,53111,50.745033266666674,7.095414055555556,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,74,53111,50.74545798571428,7.0956719,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,75,53111,50.74508718571428,7.09529777142857,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,76,53111,50.74556619,7.09565937,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,77,53111,50.745142,7.09526199,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,78,53111,50.74608195,7.0968394,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,79,53111,50.745189433333344,7.094979327777778,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,8,53111,50.74293101,7.09728363,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,80,53111,50.74587524374999,7.09574914375,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,81,53111,50.74528962,7.095193480000001,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,83,53111,50.745347781818175,7.095011272727273,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,85,53111,50.74541932727273,7.094985854545455,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,87,53111,50.74551934166667,7.095080041666666,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,89,53111,50.74568805,7.0949392375,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,9,53111,50.74243404117647,7.096260747058823,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,91,53111,50.7455105,7.09474825,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,93,53111,50.7458119,7.0945728500000005,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,95,53111,50.74587660833333,7.094870683333332,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,97,53111,50.74602689,7.09481778,2025-01-30,2025-05-14,2025-09-11
Graurheindorfer Str.,99,53111,50.746142866666666,7.094785866666666,2025-01-30,2025-05-14,2025-09-11
Im Krausfeld,1,53111,50.7399338,7.092463520000002,2025-01-30,2025-05-14,2025-09-11
Im Krausfeld,10,53111,50.74080112,7.092268000000002,2025-01-30,2025-05-14,2025-09-11
Im Krausfeld,12,53111,50.74046297142858,7.091872699999999,2025-01-30,2025-05-14,2025-09-11
Im Krausfeld,14,53111,50.74058826666667,7.091803225,2025-01-30,2025-05-14,2025-09-11
Im Krausfeld,15,53111,50.740280925,7.091636962500001,2025-01-30,2025-05-14,2025-09-11
Im Krausfeld,16,53111,50.74065102857143,7.091567285714285,2025-01-30,2025-05-14,2025-09-11
Im Krausfeld,17,53111,50.74035743636364,7.091455972727272,2025-01-30,2025-05-14,2025-09-11
Im Krausfeld,19,53111,50.74077886,7.09066406,2025-01-30,2025-05-14,2025-09-11
Im Krausfeld,20,53111,50.74099369374999,7.090967912499999,2025-01-30,2025-05-14,2025-09-11
Im Krausfeld,22,53111,50.741236725,7.0910637083333325,2025-01-30,2025-05-14,2025-09-11
Im Krausfeld,23,53111,50.74080074545454,7.090513581818181,2025-01-30,2025-05-14,2025-09-11
Im Krausfeld,25,53111,50.74095715,7.090352725000001,2025-01-30,2025-05-14,2025-09-11
Im Krausfeld,29,53111,50.7410543,7.0900558,2025-01-30,2025-05-14,2025-09-11
Im Krausfeld,3,53111,50.74001729999999,7.092192977777779,2025-01-30,2025-05-14,2025-09-11
Im Krausfeld,30,53111,50.74119647777778,7.0904941,2025-01-30,2025-05-14,2025-09-11
Im Krausfeld,31,53111,50.7411564,7.0897237,2025-01-30,2025-05-14,2025-09-11
Im Krausfeld,33,53111,50.7412282,7.089464350000001,2025-01-30,2025-05-14,2025-09-11
Im Krausfeld,35,53111,50.74124138571428,7.089283571428572,2025-01-30,2025-05-14,2025-09-11
Im Krausfeld,37,53111,50.7413292375,7.089125749999999,2025-01-30,2025-05-14,2025-09-11
Im Krausfeld,4,53111,50.740135612500005,7.092300506249998,2025-01-30,2025-05-14,2025-09-11
Im Krausfeld,40,53111,50.74137210833333,7.090036816666667,2025-01-30,2025-05-14,2025-09-11
Im Krausfeld,42,53111,50.741510791666656,7.089414666666666,2025-01-30,2025-05-14,2025-09-11
Im Krausfeld,44,53111,50.74157349166666,7.089203641666667,2025-01-30,2025-05-14,2025-09-11
Im Krausfeld,45,53111,50.74141908,7.08897174,2025-01-30,2025-05-14,2025-09-11
Im Krausfeld,46,53111,50.7416695,7.088927255555555,2025-01-30,2025-05-14,2025-09-11
Im Krausfeld,47,53111,50.74146766666667,7.088782866666666,2025-01-30,2025-05-14,2025-09-11
Im Krausfeld,6,53111,50.74031275,7.092278099999999,2025-01-30,2025-05-14,2025-09-11
Im Krausfeld,7,53111,50.74010491666667,7.092029283333333,2025-01-30,2025-05-14,2025-09-11
Im Krausfeld,8,53111,50.7403849,7.092193024999999,2025-01-30,2025-05-14,2025-09-11
Im Krausfeld,9,53111,50.74017752,7.0918320800000005,2025-01-30,2025-05-14,2025-09-11
Irmintrudisstr.,1,53111,50.743212907142855,7.094219585714285,2025-01-30,2025-05-14,2025-09-11
Irmintrudisstr.,10,53111,50.74387067999999,7.09393077,2025-01-30,2025-05-14,2025-09-11
Irmintrudisstr.,11,53111,50.74337669166667,7.093344466666665,2025-01-30,2025-05-14,2025-09-11
Irmintrudisstr.,13,53111,50.7435095,7.093363549999999,2025-01-30,2025-05-14,2025-09-11
Irmintrudisstr.,15,53111,50.74364637222222,7.093389855555556,2025-01-30,2025-05-14,2025-09-11
Irmintrudisstr.,17,53111,50.74378429999999,7.093375755555555,2025-01-30,2025-05-14,2025-09-11
Irmintrudisstr.,19,53111,50.7439242,7.09335892631579,2025-01-30,2025-05-14,2025-09-11
Irmintrudisstr.,2,53111,50.743494166666665,7.094892850000001,2025-01-30,2025-05-14,2025-09-11
Irmintrudisstr.,21,53111,50.744040353333325,7.093256679999999,2025-01-30,2025-05-14,2025-09-11
Irmintrudisstr.,3,53111,50.7430556,7.0938726,2025-01-30,2025-05-14,2025-09-11
Irmintrudisstr.,4,53111,50.74347694000001,7.094672659999999,2025-01-30,2025-05-14,2025-09-11
Irmintrudisstr.,5,53111,50.7429201,7.0938534,2025-01-30,2025-05-14,2025-09-11
Irmintrudisstr.,6,53111,50.74354762222222,7.093950622222223,2025-01-30,2025-05-14,2025-09-11
Irmintrudisstr.,7,53111,50.7428111,7.0937906,2025-01-30,2025-05-14,2025-09-11
Irmintrudisstr.,8,53111,50.743692200000005,7.0939443777777775,2025-01-30,2025-05-14,2025-09-11
Irmintrudisstr.,9,53111,50.74305837391305,7.093433247826088,2025-01-30,2025-05-14,2025-09-11
Kölnstr.,100,53111,50.74224995555556,7.0954951444444445,2025-01-30,2025-05-14,2025-09-11
Kölnstr.,101,53111,50.74139058,7.097175300000001,2025-01-31,2025-05-15,2025-09-12
Kölnstr.,102,53111,50.7422952,7.095163449999999,2025-01-30,2025-05-14,2025-09-11
Kölnstr.,103,53111,50.74139495454546,7.097011872727274,2025-01-31,2025-05-15,2025-09-12
Kölnstr.,104,53111,50.7423132,7.0950129,2025-01-30,2025-05-14,2025-09-11
Kölnstr.,105,53111,50.74147015714285,7.096931657142858,2025-01-31,2025-05-15,2025-09-12
Kölnstr.,106,53111,50.742423333333335,7.094861822222223,2025-01-30,2025-05-14,2025-09-11
Kölnstr.,107,53111,50.74150274285715,7.096756714285713,2025-01-31,2025-05-15,2025-09-12
Kölnstr.,108,53111,50.74247553,7.09472811,2025-01-30,2025-05-14,2025-09-11
Kölnstr.,109,53111,50.74156371666666,7.09665565,2025-01-31,2025-05-15,2025-09-12
Kölnstr.,110,53111,50.74251347500001,7.094625250000001,2025-01-30,2025-05-14,2025-09-11
Kölnstr.,111,53111,50.7415694,7.09652701111111,2025-01-31,2025-05-15,2025-09-12
Kölnstr.,112,53111,50.74251426666667,7.094486800000001,2025-01-30,2025-05-14,2025-09-11
Kölnstr.,113,53111,50.741604,7.096426285714285,2025-01-31,2025-05-15,2025-09-12
